cnpj;razao_social;data_autorizacao;prefixo;descricao_linha;tipo_veiculo;sentido;horario;segunda_feira;terca_feira;quarta_feira;quinta_feira;sexta_feira;sabado;domingo;janeiro;fevereiro;marco;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
76.299.270/0001-07;NORDESTE TRANSPORTES LTDA;03/09/2020;09-0457-00;CURITIBA(PR) - PORTO ALEGRE(RS);CONVEN. C/ SANITÁRIO;ida;17:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
76.299.270/0001-07;NORDESTE TRANSPORTES LTDA;03/09/2020;09-0457-00;CURITIBA(PR) - PORTO ALEGRE(RS);CONVEN. C/ SANITÁRIO;volta;12:45;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
76.299.270/0001-07;NORDESTE TRANSPORTES LTDA;06/07/2018;09-9023-00;CURITIBA(PR) - FLORIANOPOLIS(SC);CONVEN. C/ SANITÁRIO;ida;07:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
76.299.270/0001-07;NORDESTE TRANSPORTES LTDA;06/07/2018;09-9023-00;CURITIBA(PR) - FLORIANOPOLIS(SC);CONVEN. C/ SANITÁRIO;volta;11:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
76.299.270/0001-07;NORDESTE TRANSPORTES LTDA;22/11/2018;09-9023-31;CURITIBA(PR) - FLORIANOPOLIS(SC);SEMI-LEITO;ida;07:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
76.299.270/0001-07;NORDESTE TRANSPORTES LTDA;22/11/2018;09-9023-31;CURITIBA(PR) - FLORIANOPOLIS(SC);SEMI-LEITO;volta;11:30;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
76.299.270/0001-07;NORDESTE TRANSPORTES LTDA;21/09/2020;12-0497-00;BRASILIA(DF) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;13:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
76.299.270/0001-07;NORDESTE TRANSPORTES LTDA;21/09/2020;12-0497-00;BRASILIA(DF) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;10:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
76.299.270/0001-07;NORDESTE TRANSPORTES LTDA;28/05/2020;16-0155-00;FLORIANOPOLIS(SC) - CAMPINAS(SP);CONVEN. C/ SANITÁRIO;ida;15:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
76.299.270/0001-07;NORDESTE TRANSPORTES LTDA;28/05/2020;16-0155-00;FLORIANOPOLIS(SC) - CAMPINAS(SP);CONVEN. C/ SANITÁRIO;volta;17:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
04.242.570/0001-49;NORTE SUL ADMINISTRACAO EM TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA.;11/03/2015;02-9537-00;TUCURUI(PA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;07:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
04.242.570/0001-49;NORTE SUL ADMINISTRACAO EM TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA.;11/03/2015;02-9537-00;TUCURUI(PA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;20:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
04.242.570/0001-49;NORTE SUL ADMINISTRACAO EM TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA.;11/03/2015;02-9538-00;TUCURUI(PA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;07:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
04.242.570/0001-49;NORTE SUL ADMINISTRACAO EM TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA.;11/03/2015;02-9538-00;TUCURUI(PA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;20:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
04.242.570/0001-49;NORTE SUL ADMINISTRACAO EM TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA.;19/05/2015;03-9570-00;CAMOCIM(CE) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;07:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
04.242.570/0001-49;NORTE SUL ADMINISTRACAO EM TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA.;19/05/2015;03-9570-00;CAMOCIM(CE) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;20:00;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
04.242.570/0001-49;NORTE SUL ADMINISTRACAO EM TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA.;30/09/2017;03-9570-61;CAMOCIM(CE) - SAO PAULO(SP);EXECUTIVO;ida;08:00;;x;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
04.242.570/0001-49;NORTE SUL ADMINISTRACAO EM TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA.;30/09/2017;03-9570-61;CAMOCIM(CE) - SAO PAULO(SP);EXECUTIVO;volta;17:00;;;x;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;04:20;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;04:22;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:02;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:20;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:22;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:33;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:35;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:36;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:39;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:44;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:45;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:51;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:52;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:55;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;05:57;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:05;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:08;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:09;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:15;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:16;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:21;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:24;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:25;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:27;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:32;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:33;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:35;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:39;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:40;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:45;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:48;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:51;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:55;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:56;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;06:57;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:03;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:04;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:05;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:09;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:12;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:15;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:20;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:21;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:25;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:27;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:28;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:33;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:35;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:36;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:39;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:44;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:45;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:51;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:52;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:55;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;07:57;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:03;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:05;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:08;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:09;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:15;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:16;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:21;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:24;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:25;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:27;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:32;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:33;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:35;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:39;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:40;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:45;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:48;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:51;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:55;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:56;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;08:57;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;09:03;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;09:04;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;09:05;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;09:09;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;09:12;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
07.227.010/0001-03;OSVALDO MENDES & CIA LTDA. - EMPRESA DOIS IRMÃOS;30/06/1977;18-0718-70;TERESINA(PI) - TIMON(MA);SEMI-URBANO;ida;09:15;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
